date,close,SMA50,SMA100,Signal,Entry/Exit,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns
9/22/2014,101.06,,,0,,0,,,,,,
9/23/2014,102.64,,,0,0,0,0,0,100000,100000,,
9/24/2014,101.75,,,0,0,0,0,0,100000,100000,0,0
9/25/2014,97.87,,,0,0,0,0,0,100000,100000,0,0
9/26/2014,100.75,,,0,0,0,0,0,100000,100000,0,0
9/29/2014,100.11,,,0,0,0,0,0,100000,100000,0,0
9/30/2014,100.75,,,0,0,0,0,0,100000,100000,0,0
10/1/2014,99.18,,,0,0,0,0,0,100000,100000,0,0
10/2/2014,99.9,,,0,0,0,0,0,100000,100000,0,0
10/3/2014,99.62,,,0,0,0,0,0,100000,100000,0,0
10/6/2014,99.62,,,0,0,0,0,0,100000,100000,0,0
10/7/2014,98.75,,,0,0,0,0,0,100000,100000,0,0
10/8/2014,100.8,,,0,0,0,0,0,100000,100000,0,0
10/9/2014,101.02,,,0,0,0,0,0,100000,100000,0,0
10/10/2014,100.73,,,0,0,0,0,0,100000,100000,0,0
10/13/2014,99.81,,,0,0,0,0,0,100000,100000,0,0
10/14/2014,98.75,,,0,0,0,0,0,100000,100000,0,0
10/15/2014,97.54,,,0,0,0,0,0,100000,100000,0,0
10/16/2014,96.26,,,0,0,0,0,0,100000,100000,0,0
10/17/2014,97.67,,,0,0,0,0,0,100000,100000,0,0
10/20/2014,99.76,,,0,0,0,0,0,100000,100000,0,0
10/21/2014,102.47,,,0,0,0,0,0,100000,100000,0,0
10/22/2014,102.99,,,0,0,0,0,0,100000,100000,0,0
10/23/2014,104.83,,,0,0,0,0,0,100000,100000,0,0
10/24/2014,105.22,,,0,0,0,0,0,100000,100000,0,0
10/27/2014,105.11,,,0,0,0,0,0,100000,100000,0,0
10/28/2014,106.74,,,0,0,0,0,0,100000,100000,0,0
10/29/2014,107.34,,,0,0,0,0,0,100000,100000,0,0
10/30/2014,106.98,,,0,0,0,0,0,100000,100000,0,0
10/31/2014,108,,,0,0,0,0,0,100000,100000,0,0
11/3/2014,109.4,,,0,0,0,0,0,100000,100000,0,0
11/4/2014,108.6,,,0,0,0,0,0,100000,100000,0,0
11/5/2014,108.86,,,0,0,0,0,0,100000,100000,0,0
11/6/2014,108.7,,,0,0,0,0,0,100000,100000,0,0
11/7/2014,109.01,,,0,0,0,0,0,100000,100000,0,0
11/10/2014,108.83,,,0,0,0,0,0,100000,100000,0,0
11/11/2014,109.7,,,0,0,0,0,0,100000,100000,0,0
11/12/2014,111.25,,,0,0,0,0,0,100000,100000,0,0
11/13/2014,112.82,,,0,0,0,0,0,100000,100000,0,0
11/14/2014,114.18,,,0,0,0,0,0,100000,100000,0,0
11/17/2014,113.99,,,0,0,0,0,0,100000,100000,0,0
11/18/2014,115.47,,,0,0,0,0,0,100000,100000,0,0
11/19/2014,114.67,,,0,0,0,0,0,100000,100000,0,0
11/20/2014,116.31,,,0,0,0,0,0,100000,100000,0,0
11/21/2014,116.47,,,0,0,0,0,0,100000,100000,0,0
11/24/2014,118.625,,,0,0,0,0,0,100000,100000,0,0
11/25/2014,117.6,,,0,0,0,0,0,100000,100000,0,0
11/26/2014,119,,,0,0,0,0,0,100000,100000,0,0
11/28/2014,118.93,,,0,0,0,0,0,100000,100000,0,0
12/1/2014,115.07,106.2301,,0,0,0,0,0,100000,100000,0,0
12/2/2014,114.63,106.5015,,0,0,0,0,0,100000,100000,0,0
12/3/2014,115.93,106.7673,,0,0,0,0,0,100000,100000,0,0
12/4/2014,115.49,107.0421,,0,0,0,0,0,100000,100000,0,0
12/5/2014,115,107.3847,,0,0,0,0,0,100000,100000,0,0
12/8/2014,112.4,107.6177,,0,0,0,0,0,100000,100000,0,0
12/9/2014,114.12,107.8979,,0,0,0,0,0,100000,100000,0,0
12/10/2014,111.95,108.1219,,0,0,0,0,0,100000,100000,0,0
12/11/2014,111.62,108.3707,,0,0,0,0,0,100000,100000,0,0
12/12/2014,109.73,108.5673,,0,0,0,0,0,100000,100000,0,0
12/15/2014,108.225,108.7394,,0,0,0,0,0,100000,100000,0,0
12/16/2014,106.745,108.8819,,0,0,0,0,0,100000,100000,0,0
12/17/2014,109.41,109.0951,,0,0,0,0,0,100000,100000,0,0
12/18/2014,112.65,109.3321,,0,0,0,0,0,100000,100000,0,0
12/19/2014,111.78,109.5473,,0,0,0,0,0,100000,100000,0,0
12/22/2014,112.94,109.7915,,0,0,0,0,0,100000,100000,0,0
12/23/2014,112.54,110.0461,,0,0,0,0,0,100000,100000,0,0
12/24/2014,112.01,110.3113,,0,0,0,0,0,100000,100000,0,0
12/26/2014,113.99,110.6403,,0,0,0,0,0,100000,100000,0,0
12/29/2014,113.91,110.9933,,0,0,0,0,0,100000,100000,0,0
12/30/2014,112.52,111.2903,,0,0,0,0,0,100000,100000,0,0
12/31/2014,110.38,111.5027,,0,0,0,0,0,100000,100000,0,0
1/2/2015,109.33,111.6399,,0,0,0,0,0,100000,100000,0,0
1/5/2015,106.25,111.7051,,0,0,0,0,0,100000,100000,0,0
1/6/2015,106.26,111.7337,,0,0,0,0,0,100000,100000,0,0
1/7/2015,107.75,111.7843,,0,0,0,0,0,100000,100000,0,0
1/8/2015,111.89,111.9199,,0,0,0,0,0,100000,100000,0,0
1/9/2015,112.01,112.0253,,0,0,0,0,0,100000,100000,0,0
1/12/2015,109.25,112.0635,,0,0,0,0,0,100000,100000,0,0
1/13/2015,110.22,112.1283,,0,0,0,0,0,100000,100000,0,0
1/14/2015,109.8,112.1643,,0,0,0,0,0,100000,100000,0,0
1/15/2015,106.82,112.1127,,0,0,0,0,0,100000,100000,0,0
1/16/2015,105.99,112.0605,,0,0,0,0,0,100000,100000,0,0
1/20/2015,108.72,112.0577,,0,0,0,0,0,100000,100000,0,0
1/21/2015,109.55,112.0747,,0,0,0,0,0,100000,100000,0,0
1/22/2015,112.4,112.1425,,0,0,0,0,0,100000,100000,0,0
1/23/2015,112.98,112.2255,,0,0,0,0,0,100000,100000,0,0
1/26/2015,113.1,112.2935,,0,0,0,0,0,100000,100000,0,0
1/27/2015,109.14,112.2513,,0,0,0,0,0,100000,100000,0,0
1/28/2015,115.31,112.3011,,0,0,0,0,0,100000,100000,0,0
1/29/2015,118.9,112.3955,,0,0,0,0,0,100000,100000,0,0
1/30/2015,117.16,112.4589,,0,0,0,0,0,100000,100000,0,0
2/2/2015,118.63,112.5221,,0,0,0,0,0,100000,100000,0,0
2/3/2015,118.65,112.6017,,0,0,0,0,0,100000,100000,0,0
2/4/2015,119.56,112.6667,,0,0,0,0,0,100000,100000,0,0
2/5/2015,119.94,112.7361,,0,0,0,0,0,100000,100000,0,0
2/6/2015,118.93,112.7422,,0,0,0,0,0,100000,100000,0,0
2/9/2015,119.72,112.7846,,0,0,0,0,0,100000,100000,0,0
2/10/2015,122.02,112.845,,0,0,0,0,0,100000,100000,0,0
2/11/2015,124.88,112.964,,0,0,0,0,0,100000,100000,0,0
2/12/2015,126.46,113.1918,109.71095,1,1,500,500,63230,36770,100000,0,0
2/13/2015,127.08,113.4408,109.97115,1,0,500,0,63540,36770,100310,0.0031,0.0031
2/17/2015,127.83,113.6788,110.22305,1,0,500,0,63915,36770,100685,0.003738411,0.00685
2/18/2015,128.715,113.9433,110.4927,1,0,500,0,64357.5,36770,101127.5,0.004394895,0.011275
2/19/2015,128.45,114.2123,110.7985,1,0,500,0,64225,36770,100995,-0.001310227,0.00995
2/20/2015,129.495,114.5542,111.08595,1,0,500,0,64747.5,36770,101517.5,0.005173523,0.015175
2/23/2015,133,114.9318,111.41485,1,0,500,0,66500,36770,103270,0.017263033,0.0327
2/24/2015,132.17,115.3362,111.72905,1,0,500,0,66085,36770,102855,-0.004018592,0.02855
2/25/2015,128.79,115.6796,112.02515,1,0,500,0,64395,36770,101165,-0.016430898,0.01165
2/26/2015,130.415,116.0933,112.3303,1,0,500,0,65207.5,36770,101977.5,0.008031434,0.019775
2/27/2015,128.46,116.498,112.6187,1,0,500,0,64230,36770,101000,-0.009585448,0.01
3/2/2015,129.09,116.9449,112.9134,1,0,500,0,64545,36770,101315,0.003118812,0.01315
3/3/2015,129.36,117.3439,113.2195,1,0,500,0,64680,36770,101450,0.001332478,0.0145
3/4/2015,128.54,117.6617,113.4969,1,0,500,0,64270,36770,101040,-0.0040414,0.0104
3/5/2015,126.41,117.9543,113.7508,1,0,500,0,63205,36770,99975,-0.01054038,-0.00025
3/6/2015,126.6,118.2275,114.0095,1,0,500,0,63300,36770,100070,0.000950238,0.0007
3/9/2015,127.14,118.5195,114.2828,1,0,500,0,63570,36770,100340,0.002698111,0.0034
3/10/2015,124.51,118.7695,114.5404,1,0,500,0,62255,36770,99025,-0.013105442,-0.00975
3/11/2015,122.24,118.9345,114.7874,1,0,500,0,61120,36770,97890,-0.011461752,-0.0211
3/12/2015,124.45,119.1453,115.0693,1,0,500,0,62225,36770,98995,0.011288181,-0.01005
3/13/2015,123.59,119.3667,115.3285,1,0,500,0,61795,36770,98565,-0.004343654,-0.01435
3/16/2015,124.95,119.6581,115.5804,1,0,500,0,62475,36770,99245,0.006899001,-0.00755
3/17/2015,127.04,120.0123,115.8261,1,0,500,0,63520,36770,100290,0.010529498,0.0029
3/18/2015,128.47,120.4567,116.0809,1,0,500,0,64235,36770,101005,0.007129325,0.01005
3/19/2015,127.495,120.8814,116.30755,1,0,500,0,63747.5,36770,100517.5,-0.004826494,0.005175
3/20/2015,125.9,121.2444,116.51435,1,0,500,0,62950,36770,99720,-0.007933942,-0.0028
3/23/2015,127.21,121.5508,116.73535,1,0,500,0,63605,36770,100375,0.006568391,0.00375
3/24/2015,126.69,121.8444,116.93485,1,0,500,0,63345,36770,100115,-0.002590286,0.00115
3/25/2015,123.38,122.127,117.09525,1,0,500,0,61690,36770,98460,-0.016530989,-0.0154
3/26/2015,124.24,122.4074,117.26785,1,0,500,0,62120,36770,98890,0.004367256,-0.0111
3/27/2015,123.25,122.6764,117.42035,1,0,500,0,61625,36770,98395,-0.005005562,-0.01605
3/30/2015,126.37,123.0674,117.59005,1,0,500,0,63185,36770,99955,0.015854464,-0.00045
3/31/2015,124.43,123.4362,117.74835,1,0,500,0,62215,36770,98985,-0.009704367,-0.01015
4/1/2015,124.25,123.7468,117.90225,1,0,500,0,62125,36770,98895,-0.000909229,-0.01105
4/2/2015,125.32,124.0622,118.06845,1,0,500,0,62660,36770,99430,0.005409778,-0.0057
4/6/2015,127.35,124.3612,118.25185,1,0,500,0,63675,36770,100445,0.010208187,0.00445
4/7/2015,126.01,124.6218,118.42365,1,0,500,0,63005,36770,99775,-0.006670317,-0.00225
4/8/2015,125.6,124.8718,118.58265,1,0,500,0,62800,36770,99570,-0.002054623,-0.0043
4/9/2015,126.56,125.2202,118.73575,1,0,500,0,63280,36770,100050,0.004820729,0.0005
4/10/2015,127.1,125.456,118.87855,1,0,500,0,63550,36770,100320,0.002698651,0.0032
4/13/2015,126.85,125.615,119.00525,1,0,500,0,63425,36770,100195,-0.001246013,0.00195
4/14/2015,126.3,125.7978,119.12835,1,0,500,0,63150,36770,99920,-0.002744648,-0.0008
4/15/2015,126.78,125.9608,119.24145,1,0,500,0,63390,36770,100160,0.002401922,0.0016
4/16/2015,126.17,126.1112,119.35645,1,0,500,0,63085,36770,99855,-0.003045128,-0.00145
4/17/2015,124.75,126.215,119.44085,1,0,500,0,62375,36770,99145,-0.00711031,-0.00855
4/20/2015,127.6,126.3682,119.55215,1,0,500,0,63800,36770,100570,0.014372888,0.0057
4/21/2015,126.91,126.5278,119.635,1,0,500,0,63455,36770,100225,-0.003430446,0.00225
4/22/2015,128.62,126.7058,119.7452,1,0,500,0,64310,36770,101080,0.008530806,0.0108
4/23/2015,129.67,126.8588,119.8519,1,0,500,0,64835,36770,101605,0.005193906,0.01605
4/24/2015,130.28,126.9668,119.9654,1,0,500,0,65140,36770,101910,0.003001821,0.0191
4/27/2015,132.65,127.0906,120.1412,1,0,500,0,66325,36770,103095,0.011627907,0.03095
4/28/2015,130.56,127.1602,120.3005,1,0,500,0,65280,36770,102050,-0.010136282,0.0205
4/29/2015,128.64,127.1764,120.4276,1,0,500,0,64320,36770,101090,-0.009407153,0.0109
4/30/2015,125.15,127.1051,120.5242,1,0,500,0,62575,36770,99345,-0.017261846,-0.00655
5/1/2015,128.95,127.1151,120.6637,1,0,500,0,64475,36770,101245,0.019125271,0.01245
5/4/2015,128.7,127.0992,120.8267,1,0,500,0,64350,36770,101120,-0.001234629,0.0112
5/5/2015,125.8,126.9552,120.9435,1,0,500,0,62900,36770,99670,-0.014339399,-0.0033
5/6/2015,125.01,126.812,121.0741,1,0,500,0,62505,36770,99275,-0.003963078,-0.00725
5/7/2015,125.26,126.7414,121.2105,1,0,500,0,62630,36770,99400,0.001259129,-0.006
5/8/2015,127.62,126.6855,121.3894,1,0,500,0,63810,36770,100580,0.011871227,0.0058
5/11/2015,126.32,126.6427,121.57035,1,0,500,0,63160,36770,99930,-0.006462517,-0.0007
5/12/2015,125.865,126.5782,121.76155,1,0,500,0,62932.5,36770,99702.5,-0.002276594,-0.002975
5/13/2015,126.01,126.5112,121.92755,1,0,500,0,63005,36770,99775,0.000727163,-0.00225
5/14/2015,128.95,126.5194,122.09055,1,0,500,0,64475,36770,101245,0.01473315,0.01245
5/15/2015,128.77,126.5666,122.26045,1,0,500,0,64385,36770,101155,-0.000888933,0.01155
5/18/2015,130.19,126.6384,122.43295,1,0,500,0,65095,36770,101865,0.007018931,0.01865
5/19/2015,130.07,126.697,122.60825,1,0,500,0,65035,36770,101805,-0.000589015,0.01805
5/20/2015,130.06,126.808,122.78875,1,0,500,0,65030,36770,101800,-4.91E-05,0.018
5/21/2015,131.39,126.991,122.96275,1,0,500,0,65695,36770,102465,0.006532417,0.02465
5/22/2015,132.54,127.1528,123.14905,1,0,500,0,66270,36770,103040,0.005611672,0.0304
5/26/2015,129.62,127.2734,123.32005,1,0,500,0,64810,36770,101580,-0.014169255,0.0158
5/27/2015,132.045,127.4153,123.5367,1,0,500,0,66022.5,36770,102792.5,0.011936405,0.027925
5/28/2015,131.78,127.5101,123.7612,1,0,500,0,65890,36770,102660,-0.001289005,0.0266
5/29/2015,130.28,127.5463,124.0015,1,0,500,0,65140,36770,101910,-0.007305669,0.0191
6/1/2015,130.535,127.6071,124.24425,1,0,500,0,65267.5,36770,102037.5,0.001251104,0.020375
6/2/2015,129.96,127.6883,124.46635,1,0,500,0,64980,36770,101750,-0.002817592,0.0175
6/3/2015,130.12,127.7465,124.64865,1,0,500,0,65060,36770,101830,0.000786241,0.0183
6/4/2015,129.36,127.7999,124.82215,1,0,500,0,64680,36770,101450,-0.00373171,0.0145
6/5/2015,128.65,127.9053,125.01615,1,0,500,0,64325,36770,101095,-0.003499261,0.01095
6/8/2015,127.8,127.9765,125.19195,1,0,500,0,63900,36770,100670,-0.004203967,0.0067
6/9/2015,127.42,128.0599,125.36815,1,0,500,0,63710,36770,100480,-0.001887355,0.0048
6/10/2015,128.88,128.1101,125.58875,1,0,500,0,64440,36770,101210,0.007265127,0.0121
6/11/2015,128.59,128.1933,125.81475,1,0,500,0,64295,36770,101065,-0.001432665,0.01065
6/12/2015,127.17,128.2517,125.99925,1,0,500,0,63585,36770,100355,-0.007025182,0.00355
6/15/2015,126.92,128.2837,126.17295,1,0,500,0,63460,36770,100230,-0.001245578,0.0023
6/16/2015,127.6,128.2887,126.32495,1,0,500,0,63800,36770,100570,0.003392198,0.0057
6/17/2015,127.3,128.3145,126.46815,1,0,500,0,63650,36770,100420,-0.001491498,0.0042
6/18/2015,127.88,128.3601,126.61595,1,0,500,0,63940,36770,100710,0.002887871,0.0071
6/19/2015,126.6,128.3609,126.79055,1,0,500,0,63300,36770,100070,-0.00635488,0.0007
6/22/2015,127.61,128.3711,126.91355,1,0,500,0,63805,36770,100575,0.005046467,0.00575
6/23/2015,127.03,128.3747,126.99485,1,0,500,0,63515,36770,100285,-0.00288342,0.00285
6/24/2015,128.11,128.4109,127.10435,1,0,500,0,64055,36770,100825,0.005384654,0.00825
6/25/2015,127.5,128.4253,127.19305,1,0,500,0,63750,36770,100520,-0.003025043,0.0052
6/26/2015,126.75,128.4369,127.27405,1,0,500,0,63375,36770,100145,-0.003730601,0.00145
6/29/2015,124.53,128.4325,127.32375,1,0,500,0,62265,36770,99035,-0.011083928,-0.00965
6/30/2015,125.425,128.389,127.3786,1,0,500,0,62712.5,36770,99482.5,0.004518605,-0.005175
7/1/2015,126.6,128.3828,127.4553,1,0,500,0,63300,36770,100070,0.005905561,0.0007
7/2/2015,126.44,128.3392,127.5225,1,0,500,0,63220,36770,99990,-0.00079944,-1.00E-04
7/6/2015,126,128.2658,127.5623,1,0,500,0,63000,36770,99770,-0.00220022,-0.0023
7/7/2015,125.69,128.174,127.5704,1,0,500,0,62845,36770,99615,-0.001553573,-0.00385
7/8/2015,122.57,127.9724,127.5315,1,0,500,0,61285,36770,98055,-0.015660292,-0.01945
7/9/2015,120.07,127.7626,127.4614,1,0,500,0,60035,36770,96805,-0.012747948,-0.03195
7/10/2015,123.28,127.6554,127.4159,1,0,500,0,61640,36770,98410,0.016579722,-0.0159
7/13/2015,125.66,127.6656,127.38535,1,0,500,0,62830,36770,99600,0.012092267,-0.004
7/14/2015,125.61,127.5988,127.35695,1,0,500,0,62805,36770,99575,-0.000251004,-0.00425
7/15/2015,126.82,127.5612,127.3302,1,0,500,0,63410,36770,100180,0.006075822,0.0018
7/16/2015,128.51,127.6154,127.2853,1,0,500,0,64255,36770,101025,0.008434817,0.01025
7/17/2015,129.62,127.7076,127.2598,1,0,500,0,64810,36770,101580,0.00549369,0.0158
7/20/2015,132.07,127.8438,127.2926,1,0,500,0,66035,36770,102805,0.012059461,0.02805
7/21/2015,130.75,127.9064,127.29595,1,0,500,0,65375,36770,102145,-0.006419921,0.02145
7/22/2015,125.22,127.8844,127.26355,1,0,500,0,62610,36770,99380,-0.027069362,-0.0062
7/23/2015,125.16,127.8703,127.22425,1,0,500,0,62580,36770,99350,-0.000301872,-0.0065
7/24/2015,124.5,127.8401,127.17565,1,0,500,0,62250,36770,99020,-0.00332159,-0.0098
7/27/2015,122.77,127.7165,127.11795,1,0,500,0,61385,36770,98155,-0.008735609,-0.01845
7/28/2015,123.38,127.6087,127.08765,1,0,500,0,61690,36770,98460,0.00310733,-0.0154
7/29/2015,122.99,127.4647,127.05155,1,0,500,0,61495,36770,98265,-0.0019805,-0.01735
7/30/2015,122.37,127.3107,127.00385,1,0,500,0,61185,36770,97955,-0.003154735,-0.02045
7/31/2015,121.3,127.1355,126.97175,1,0,500,0,60650,36770,97420,-0.005461692,-0.0258
8/3/2015,118.44,126.8765,126.93375,0,-1,0,-500,0,95990,95990,-0.014678711,-0.0401
8/4/2015,114.64,126.5185,126.83565,0,0,0,0,0,95990,95990,0,-0.0401
8/5/2015,115.4,126.2341,126.75375,0,0,0,0,0,95990,95990,0,-0.0401
8/6/2015,115.13,125.8958,126.65555,0,0,0,0,0,95990,95990,0,-0.0401
8/7/2015,115.52,125.5706,126.54035,0,0,0,0,0,95990,95990,0,-0.0401
8/10/2015,119.72,125.3594,126.45285,0,0,0,0,0,95990,95990,0,-0.0401
8/11/2015,113.49,125.0185,126.3128,0,0,0,0,0,95990,95990,0,-0.0401
8/12/2015,115.24,124.7241,126.2062,0,0,0,0,0,95990,95990,0,-0.0401
8/13/2015,115.15,124.4247,126.0856,0,0,0,0,0,95990,95990,0,-0.0401
8/14/2015,115.96,124.1567,125.9783,0,0,0,0,0,95990,95990,0,-0.0401
8/17/2015,117.16,123.9269,125.9161,0,0,0,0,0,95990,95990,0,-0.0401
8/18/2015,116.5,123.7009,125.8387,0,0,0,0,0,95990,95990,0,-0.0401
8/19/2015,115.01,123.4527,125.7563,0,0,0,0,0,95990,95990,0,-0.0401
8/20/2015,112.65,123.1281,125.6191,0,0,0,0,0,95990,95990,0,-0.0401
8/21/2015,105.76,122.6715,125.4324,0,0,0,0,0,95990,95990,0,-0.0401
8/24/2015,103.12,122.1905,125.2211,0,0,0,0,0,95990,95990,0,-0.0401
8/25/2015,103.74,121.7269,125.0053,0,0,0,0,0,95990,95990,0,-0.0401
8/26/2015,109.69,121.3687,124.8287,0,0,0,0,0,95990,95990,0,-0.0401
8/27/2015,112.92,121.0811,124.6978,0,0,0,0,0,95990,95990,0,-0.0401
8/28/2015,113.29,120.7893,124.5747,0,0,0,0,0,95990,95990,0,-0.0401
8/31/2015,112.76,120.5125,124.4367,0,0,0,0,0,95990,95990,0,-0.0401
9/1/2015,107.72,120.1147,124.2429,0,0,0,0,0,95990,95990,0,-0.0401
9/2/2015,112.34,119.8209,124.0978,0,0,0,0,0,95990,95990,0,-0.0401
9/3/2015,110.37,119.4661,123.9385,0,0,0,0,0,95990,95990,0,-0.0401
9/4/2015,109.27,119.1015,123.7634,0,0,0,0,0,95990,95990,0,-0.0401
9/8/2015,112.31,118.8127,123.6248,0,0,0,0,0,95990,95990,0,-0.0401
9/9/2015,110.15,118.5251,123.4788,0,0,0,0,0,95990,95990,0,-0.0401
9/10/2015,112.57,118.268,123.3285,0,0,0,0,0,95990,95990,0,-0.0401
9/11/2015,114.21,118.0202,123.2015,0,0,0,0,0,95990,95990,0,-0.0401
9/14/2015,115.31,117.7976,123.0684,0,0,0,0,0,95990,95990,0,-0.0401
9/15/2015,116.28,117.6032,122.9345,0,0,0,0,0,95990,95990,0,-0.0401
9/16/2015,116.41,117.4176,122.7958,0,0,0,0,0,95990,95990,0,-0.0401
9/17/2015,113.92,117.2446,122.6085,0,0,0,0,0,95990,95990,0,-0.0401
9/18/2015,113.45,117.1122,122.4374,0,0,0,0,0,95990,95990,0,-0.0401
9/21/2015,115.21,116.9508,122.3031,0,0,0,0,0,95990,95990,0,-0.0401
9/22/2015,113.4,116.7056,122.1856,0,0,0,0,0,95990,95990,0,-0.0401
9/23/2015,114.32,116.4798,122.0393,0,0,0,0,0,95990,95990,0,-0.0401
9/24/2015,115,116.2434,121.9023,0,0,0,0,0,95990,95990,0,-0.0401
9/25/2015,114.71,115.9674,121.7914,0,0,0,0,0,95990,95990,0,-0.0401
9/28/2015,112.44,115.6238,121.6657,0,0,0,0,0,95990,95990,0,-0.0401
9/29/2015,109.06,115.1636,121.5037,0,0,0,0,0,95990,95990,0,-0.0401
9/30/2015,110.3,114.7546,121.3305,0,0,0,0,0,95990,95990,0,-0.0401
10/1/2015,109.58,114.4418,121.1631,0,0,0,0,0,95990,95990,0,-0.0401
10/2/2015,110.38,114.1462,121.00825,0,0,0,0,0,95990,95990,0,-0.0401
10/5/2015,110.78,113.8718,120.85595,0,0,0,0,0,95990,95990,0,-0.0401
10/6/2015,111.31,113.6426,120.67955,0,0,0,0,0,95990,95990,0,-0.0401
10/7/2015,110.78,113.3906,120.49965,0,0,0,0,0,95990,95990,0,-0.0401
10/8/2015,109.5,113.1208,120.29275,0,0,0,0,0,95990,95990,0,-0.0401
10/9/2015,112.12,112.9158,120.11325,0,0,0,0,0,95990,95990,0,-0.0401
10/12/2015,111.6,112.7218,119.92865,0,0,0,0,0,95990,95990,0,-0.0401
10/13/2015,111.79,112.5888,119.73265,0,0,0,0,0,95990,95990,0,-0.0401
10/14/2015,110.21,112.5002,119.50935,0,0,0,0,0,95990,95990,0,-0.0401
10/15/2015,111.86,112.4294,119.33175,0,0,0,0,0,95990,95990,0,-0.0401
10/16/2015,111.04,112.3476,119.1217,0,0,0,0,0,95990,95990,0,-0.0401
10/19/2015,111.73,112.2718,118.9212,0,0,0,0,0,95990,95990,0,-0.0401
10/20/2015,113.77,112.1528,118.7561,0,0,0,0,0,95990,95990,0,-0.0401
10/21/2015,113.76,112.1582,118.58835,0,0,0,0,0,95990,95990,0,-0.0401
10/22/2015,115.5,112.1634,118.44375,0,0,0,0,0,95990,95990,0,-0.0401
10/23/2015,119.08,112.242,118.33335,0,0,0,0,0,95990,95990,0,-0.0401
10/26/2015,115.28,112.2284,118.19255,0,0,0,0,0,95990,95990,0,-0.0401
10/27/2015,114.55,112.1762,118.05155,0,0,0,0,0,95990,95990,0,-0.0401
10/28/2015,119.27,112.2316,117.96625,0,0,0,0,0,95990,95990,0,-0.0401
10/29/2015,120.53,112.342,117.89735,0,0,0,0,0,95990,95990,0,-0.0401
